Entidad,Municipio, API_CODE
Jalisco ,Atenguillo ,SE41866
Jalisco ,Atotonilco el Alto ,SE41867
Jalisco ,Atoyac ,SE41868
Jalisco ,Autlán de Navarro ,SE41869
Jalisco ,Ayotlán ,SE41870
Jalisco ,Ayutla ,SE41871
Jalisco ,Bolaños ,SE41872
Jalisco ,Cabo Corrientes ,SE41873
Jalisco ,Cañadas de Obregón ,SE41874
Jalisco ,Casimiro Castillo ,SE41875
Jalisco ,Chapala ,SE41876
Jalisco ,Chimaltitán ,SE41877
Jalisco ,Chiquilistlán ,SE41878
Jalisco ,Cihuatlán ,SE41879
Jalisco ,Cocula ,SE41880
Jalisco ,Colotlán ,SE41881
Jalisco ,Concepción de Buenos Aires ,SE41882
Jalisco ,Cuautitlán de García Barragán ,SE41883
Jalisco ,Cuautla ,SE41884
Jalisco ,Cuquío ,SE41885
Jalisco ,Degollado ,SE41886
Jalisco ,Ejutla ,SE41887
Jalisco ,El Arenal ,SE41888
Jalisco ,El Grullo ,SE41889
Jalisco ,El Limón ,SE41890
Jalisco ,El Salto ,SE41891
Jalisco ,Encarnación de Díaz ,SE41892
Jalisco ,Etzatlán ,SE41893
Jalisco ,Gómez Farías ,SE41894
Jalisco ,Guachinango ,SE41895
Jalisco ,Guadalajara ,SE41896
Jalisco ,Hostotipaquillo ,SE41897
Jalisco ,Huejúcar ,SE41898
Jalisco ,Huejuquilla el Alto ,SE41899
Jalisco ,Ixtlahuacán de los Membrillos ,SE41900
Jalisco ,Ixtlahuacán del Río ,SE41901
Jalisco ,Jalostotitlán ,SE41902
Jalisco ,Jamay ,SE41903
Jalisco ,Jesús María ,SE41904
Jalisco ,Jilotlán de los Dolores ,SE41905
Jalisco ,Jocotepec ,SE41906
Jalisco ,Juanacatlán ,SE41907
Jalisco ,Juchitlán ,SE41908
Jalisco ,La Barca ,SE41909
Jalisco ,La Huerta ,SE41910
Jalisco ,La Manzanilla de la Paz ,SE41911
Jalisco ,Lagos de Moreno ,SE41912
Jalisco ,Magdalena ,SE41913
Jalisco ,Mascota ,SE41914
Jalisco ,Mazamitla ,SE41915
Jalisco ,Mexticacán ,SE41916
Jalisco ,Mezquitic ,SE41917
Jalisco ,Mixtlán ,SE41918
Jalisco ,Ocotlán ,SE41919
Jalisco ,Ojuelos de Jalisco ,SE41920
Jalisco ,Pihuamo ,SE41921
Jalisco ,Poncitlán ,SE41922
Jalisco ,Puerto Vallarta ,SE41923
Jalisco ,Quitupan ,SE41924
Jalisco ,San Cristóbal de la Barranca ,SE41925
Jalisco ,San Diego de Alejandría ,SE41926
Jalisco ,San Gabriel ,SE41927
Jalisco ,San Ignacio Cerro Gordo ,SE41928
Jalisco ,San Juan de los Lagos ,SE41929
Jalisco ,San Juanito de Escobedo ,SE41930
Jalisco ,San Julián ,SE41931
Jalisco ,San Marcos ,SE41932
Jalisco ,San Martín de Bolaños ,SE41933
Jalisco ,San Martín Hidalgo ,SE41934
Jalisco ,San Miguel el Alto ,SE41935
Jalisco ,San Sebastián del Oeste ,SE41936
Jalisco ,Santa María de los Ángeles ,SE41937
Jalisco ,Santa María del Oro ,SE41938
Jalisco ,Sayula ,SE41939
Jalisco ,Tala ,SE41940
Jalisco ,Talpa de Allende ,SE41941
Jalisco ,Tamazula de Gordiano ,SE41942
Jalisco ,Tapalpa ,SE41943
Jalisco ,Tecalitlán ,SE41944
Jalisco ,Techaluta de Montenegro ,SE41945
Jalisco ,Tecolotlán ,SE41946
Jalisco ,Tenamaxtlán ,SE41947
Jalisco ,Teocaltiche ,SE41948
Jalisco ,Teocuitatlán de Corona ,SE41949
Jalisco ,Tepatitlán de Morelos ,SE41950
Jalisco ,Tequila ,SE41951
Jalisco ,Teuchitlán ,SE41952
Jalisco ,Tizapán el Alto ,SE41953
Jalisco ,Tlajomulco de Zúñiga ,SE41954
Jalisco ,Tlaquepaque ,SE41955
Jalisco ,Tolimán ,SE41956
Jalisco ,Tomatlán ,SE41957
Jalisco ,Tonalá ,SE41958
Jalisco ,Tonaya ,SE41959
Jalisco ,Tonila ,SE41960
Jalisco ,Totatiche ,SE41961
Jalisco ,Tototlán ,SE41962
Jalisco ,Tuxcacuesco ,SE41963
Jalisco ,Tuxcueca ,SE41964
Jalisco ,Tuxpan ,SE41965
Jalisco ,Unión de San Antonio ,SE41966
Jalisco ,Unión de Tula ,SE41967
Jalisco ,Valle de Guadalupe ,SE41968
Jalisco ,Valle de Juárez ,SE41969
Jalisco ,Villa Corona ,SE41970
Jalisco ,Villa Guerrero ,SE41971
Jalisco ,Villa Hidalgo ,SE41972
Jalisco ,Villa Purificación ,SE41973
Jalisco ,Yahualica de González Gallo ,SE41974
Jalisco ,Zacoalco de Torres ,SE41975
Jalisco ,Zapopan ,SE41976
Jalisco ,Zapotiltic ,SE41977
Jalisco ,Zapotitlán de Vadillo ,SE41978
Jalisco ,Zapotlán del Rey ,SE41979
Jalisco ,Zapotlán el Grande ,SE41980
Jalisco ,Zapotlanejo ,SE41981
Jalisco ,No identificado -Jalisco ,SE41982
Michoacán ,Acuitzio ,SE41983
Michoacán ,Aguililla ,SE41984
Michoacán ,Álvaro Obregón ,SE41985
Michoacán ,Angamacutiro ,SE41986
Michoacán ,Angangueo ,SE41987
Michoacán ,Apatzingán ,SE41988
Michoacán ,Aporo ,SE41989
Michoacán ,Aquila ,SE41990
Michoacán ,Ario ,SE41991
Michoacán ,Arteaga ,SE41992
Michoacán ,Briseñas ,SE41993
Michoacán ,Buenavista ,SE41994
Michoacán ,Carácuaro ,SE41995
Michoacán ,Charapan ,SE41996
Michoacán ,Charo ,SE41997
Michoacán ,Chavinda ,SE41998
Michoacán ,Cherán ,SE41999
Michoacán ,Chilchota ,SE42000
Michoacán ,Chinicuila ,SE42001
Michoacán ,Chucándiro ,SE42002
Michoacán ,Churintzio ,SE42003
Michoacán ,Churumuco ,SE42004
Michoacán ,Coahuayana ,SE42005
Michoacán ,Coalcomán de Vázquez Pallares ,SE42006
Michoacán ,Coeneo ,SE42007
Michoacán ,Cojumatlán de Régules ,SE42008
Michoacán ,Contepec ,SE42009
Michoacán ,Copándaro ,SE42010
Michoacán ,Cotija ,SE42011
Michoacán ,Cuitzeo ,SE42012
Michoacán ,Ecuandureo ,SE42013
Michoacán ,Epitacio Huerta ,SE42014
Michoacán ,Erongarícuaro ,SE42015
Michoacán ,Gabriel Zamora ,SE42016
Michoacán ,Hidalgo ,SE42017
Michoacán ,Huandacareo ,SE42018
Michoacán ,Huaniqueo ,SE42019
Michoacán ,Huetamo ,SE42020
Michoacán ,Huiramba ,SE42021
Michoacán ,Indaparapeo ,SE42022
Michoacán ,Irimbo ,SE42023
Michoacán ,Ixtlán ,SE42024
Michoacán ,Jacona ,SE42025
Michoacán ,Jiménez ,SE42026
Michoacán ,Jiquilpan ,SE42027
Michoacán ,José Sixto Verduzco ,SE42028
Michoacán ,Juárez ,SE42029
Michoacán ,Jungapeo ,SE42030
Michoacán ,La Huacana ,SE42031
Michoacán ,La Piedad ,SE42032
Michoacán ,Lagunillas ,SE42033
Michoacán ,Lázaro Cárdenas ,SE42034
Michoacán ,Los Reyes ,SE42035
Michoacán ,Madero ,SE42036
Michoacán ,Maravatío ,SE42037
Michoacán ,Marcos Castellanos ,SE42038
Michoacán ,Morelia ,SE42039
Michoacán ,Morelos ,SE42040
Michoacán ,Múgica ,SE42041
Michoacán ,Nahuatzen ,SE42042
Michoacán ,Nocupétaro ,SE42043
Michoacán ,Nuevo Parangaricutiro ,SE42044
Michoacán ,Nuevo Urecho ,SE42045
Michoacán ,Numarán ,SE42046
Michoacán ,Ocampo ,SE42047
Michoacán ,Pajacuarán ,SE42048
Michoacán ,Panindícuaro ,SE42049
Michoacán ,Paracho ,SE42050
Michoacán ,Parácuaro ,SE42051
Michoacán ,Pátzcuaro ,SE42052
Michoacán ,Penjamillo ,SE42053
Michoacán ,Peribán ,SE42054
Michoacán ,Purépero ,SE42055
Michoacán ,Puruándiro ,SE42056
Michoacán ,Queréndaro ,SE42057
Michoacán ,Quiroga ,SE42058
Michoacán ,Sahuayo ,SE42059
Michoacán ,Salvador Escalante ,SE42060
Michoacán ,San Lucas ,SE42061
Michoacán ,Santa Ana Maya ,SE42062
Michoacán ,Senguio ,SE42063
Michoacán ,Susupuato ,SE42064
Michoacán ,Tacámbaro ,SE42065
Michoacán ,Tancítaro ,SE42066
Michoacán ,Tangamandapio ,SE42067
Michoacán ,Tangancícuaro ,SE42068
Michoacán ,Tanhuato ,SE42069
Michoacán ,Taretan ,SE42070
Michoacán ,Tarímbaro ,SE42071
Michoacán ,Tepalcatepec ,SE42072
Michoacán ,Tingambato ,SE42073
Michoacán ,Tingüindín ,SE42074
Michoacán ,Tiquicheo de Nicolás Romero ,SE42075
Michoacán ,Tlalpujahua ,SE42076
Michoacán ,Tlazazalca ,SE42077
Michoacán ,Tocumbo ,SE42078
Michoacán ,Tumbiscatío ,SE42079
Michoacán ,Turicato ,SE42080
Michoacán ,Tuxpan ,SE42081
Michoacán ,Tuzantla ,SE42082
Michoacán ,Tzintzuntzan ,SE42083
Michoacán ,Tzitzio ,SE42084
Michoacán ,Uruapan ,SE42085
Michoacán ,Venustiano Carranza ,SE42086
Michoacán ,Villamar ,SE42087
Michoacán ,Vista Hermosa ,SE42088
Michoacán ,Yurécuaro ,SE42089
Michoacán ,Zacapu ,SE42090
Michoacán ,Zamora ,SE42091
Michoacán ,Zináparo ,SE42092
Michoacán ,Zinapécuaro ,SE42093
Michoacán ,Ziracuaretiro ,SE42094
Michoacán ,Zitácuaro ,SE42095
Michoacán ,No identificado -Michoacán ,SE42096
Morelos ,Amacuzac ,SE42097
Morelos ,Atlatlahucan ,SE42098
Morelos ,Axochiapan ,SE42099
Morelos ,Ayala ,SE42100
Morelos ,Coatlán del Río ,SE42101
Morelos ,Cuautla ,SE42102
Morelos ,Cuernavaca ,SE42103
Morelos ,Emiliano Zapata ,SE42104
Morelos ,Huitzilac ,SE42105
Morelos ,Jantetelco ,SE42106
Morelos ,Jiutepec ,SE42107
Morelos ,Jojutla ,SE42108
Morelos ,Jonacatepec ,SE42109
Morelos ,Mazatepec ,SE42110
Morelos ,Miacatlán ,SE42111
Morelos ,Ocuituco ,SE42112
Morelos ,Puente de Ixtla ,SE42113
Morelos ,Temixco ,SE42114
Morelos ,Temoac ,SE42115
Morelos ,Tepalcingo ,SE42116
Morelos ,Tepoztlán ,SE42117
Morelos ,Tetecala ,SE42118
Morelos ,Tetela del Volcán ,SE42119
Morelos ,Tlalnepantla ,SE42120
Morelos ,Tlaltizapán ,SE42121
Morelos ,Tlaquiltenango ,SE42122
Morelos ,Tlayacapan ,SE42123
Morelos ,Totolapan ,SE42124
Morelos ,Xochitepec ,SE42125
Morelos ,Yautepec ,SE42126
Morelos ,Yecapixtla ,SE42127
Morelos ,Zacatepec ,SE42128
Morelos ,Zacualpan ,SE42129
Morelos ,No identificado -Morelos ,SE42130
Nayarit ,Acaponeta ,SE42131
Nayarit ,Ahuacatlán ,SE42132
Nayarit ,Amatlán de Cañas ,SE42133
Nayarit ,Bahía de Banderas ,SE42134
Nayarit ,Compostela ,SE42135
Nayarit ,Del Nayar ,SE42136
Nayarit ,Huajicori ,SE42137
Nayarit ,Ixtlán del Río ,SE42138
Nayarit ,Jala ,SE42139
Nayarit ,La Yesca ,SE42140
Nayarit ,Rosamorada ,SE42141
Nayarit ,Ruíz ,SE42142
Nayarit ,San Blas ,SE42143
Nayarit ,San Pedro Lagunillas ,SE42144
Nayarit ,Santa María del Oro ,SE42145
Nayarit ,Santiago Ixcuintla ,SE42146
Nayarit ,Tecuala ,SE42147
Nayarit ,Tepic ,SE42148
Nayarit ,Tuxpan ,SE42149
Nayarit ,Xalisco ,SE42150
Nayarit ,No identificado -Nayarit ,SE42151
Nuevo León ,Abasolo ,SE42152
Nuevo León ,Agualeguas ,SE42153
Nuevo León ,Allende ,SE42154
Nuevo León ,Anáhuac ,SE42155
Nuevo León ,Apodaca ,SE42156
Nuevo León ,Aramberri ,SE42157
Nuevo León ,Bustamante ,SE42158
Nuevo León ,Cadereyta Jiménez ,SE42159
Nuevo León ,Carmen ,SE42160
Nuevo León ,Cerralvo ,SE42161
Nuevo León ,China ,SE42162
Nuevo León ,Ciénega de Flores ,SE42163
Nuevo León ,Dr. Arroyo ,SE42164
Nuevo León ,Dr. Coss ,SE42165
Nuevo León ,Dr. González ,SE42166
Nuevo León ,Galeana ,SE42167
Nuevo León ,García ,SE42168
Nuevo León ,Gral. Bravo ,SE42169
Nuevo León ,Gral. Escobedo ,SE42170
Nuevo León ,Gral. Terán ,SE42171
Nuevo León ,Gral. Treviño ,SE42172
Nuevo León ,Gral. Zaragoza ,SE42173
Nuevo León ,Gral. Zuazua ,SE42174
Nuevo León ,Guadalupe ,SE42175
Nuevo León ,Hidalgo ,SE42176
Nuevo León ,Higueras ,SE42177
Nuevo León ,Hualahuises ,SE42178
Nuevo León ,Iturbide ,SE42179
Nuevo León ,Juárez ,SE42180
Nuevo León ,Lampazos de Naranjo ,SE42181
Nuevo León ,Linares ,SE42182
Nuevo León ,Los Aldamas ,SE42183
Nuevo León ,Los Herreras ,SE42184
Nuevo León ,Los Ramones ,SE42185
Nuevo León ,Marín ,SE42186
Nuevo León ,Melchor Ocampo ,SE42187
Nuevo León ,Mier y Noriega ,SE42188
Nuevo León ,Mina ,SE42189
Nuevo León ,Montemorelos ,SE42190
Nuevo León ,Monterrey ,SE42191
Nuevo León ,Parás ,SE42192
Nuevo León ,Pesquería ,SE42193
Nuevo León ,Rayones ,SE42194
Nuevo León ,Sabinas Hidalgo ,SE42195
Nuevo León ,Salinas Victoria ,SE42196
Nuevo León ,San Nicolás de los Garza ,SE42197
Nuevo León ,San Pedro Garza García ,SE42198
Nuevo León ,Santa Catarina ,SE42199
Nuevo León ,Santiago ,SE42200
Nuevo León ,Vallecillo ,SE42201
Nuevo León ,Villaldama ,SE42202
Nuevo León ,No identificado -Nuevo León ,SE42203
Oaxaca ,Abejones ,SE42204
Oaxaca ,Acatlán de Pérez Figueroa ,SE42205
Oaxaca ,Ánimas Trujano ,SE42206
Oaxaca ,Asunción Cacalotepec ,SE42207
Oaxaca ,Asunción Cuyotepeji ,SE42208
Oaxaca ,Asunción Ixtaltepec ,SE42209
Oaxaca ,Asunción Nochixtlán ,SE42210
Oaxaca ,Asunción Ocotlán ,SE42211
Oaxaca ,Asunción Tlacolulita ,SE42212
Oaxaca ,Ayoquezco de Aldama ,SE42213
Oaxaca ,Ayotzintepec ,SE42214
Oaxaca ,Calihualá ,SE42215
Oaxaca ,Candelaria Loxicha ,SE42216
Oaxaca ,Capulálpam de Méndez ,SE42217
Oaxaca ,Chahuites ,SE42218
Oaxaca ,Chalcatongo de Hidalgo ,SE42219
Oaxaca ,Chiquihuitlán de Benito Juárez ,SE42220
Oaxaca ,Ciénega de Zimatlán ,SE42221
Oaxaca ,Ciudad Ixtepec ,SE42222
Oaxaca ,Coatecas Altas ,SE42223
Oaxaca ,Coicoyán de las Flores ,SE42224
Oaxaca ,Concepción Buenavista ,SE42225
Oaxaca ,Concepción Pápalo ,SE42226
Oaxaca ,Constancia del Rosario ,SE42227
Oaxaca ,Cosolapa ,SE42228
Oaxaca ,Cosoltepec ,SE42229
Oaxaca ,Cuilápam de Guerrero ,SE42230
Oaxaca ,Cuyamecalco Villa de Zaragoza ,SE42231
Oaxaca ,El Barrio de la Soledad ,SE42232
Oaxaca ,El Espinal ,SE42233
Oaxaca ,Eloxochitlán de Flores Magón ,SE42234
Oaxaca ,Fresnillo de Trujano ,SE42235
Oaxaca ,Guadalupe de Ramírez ,SE42236
Oaxaca ,Guadalupe Etla ,SE42237
Oaxaca ,Guelatao de Juárez ,SE42238
Oaxaca ,Guevea de Humboldt ,SE42239
Oaxaca ,Heroica Ciudad de Ejutla de Crespo ,SE42240
Oaxaca ,Heroica Ciudad de Huajuapan de León ,SE42241
Oaxaca ,Heroica Ciudad de Tlaxiaco ,SE42242
Oaxaca ,Huautepec ,SE42243
Oaxaca ,Huautla de Jiménez ,SE42244
Oaxaca ,Ixpantepec Nieves ,SE42245
Oaxaca ,Ixtlán de Juárez ,SE42246
Oaxaca ,Heroica Ciudad de Juchitán de Zaragoza ,SE42247
Oaxaca ,La Compañía ,SE42248
Oaxaca ,La Pe ,SE42249
Oaxaca ,La Reforma ,SE42250
Oaxaca ,La Trinidad Vista Hermosa ,SE42251
Oaxaca ,Loma Bonita ,SE42252
Oaxaca ,Magdalena Apasco ,SE42253
Oaxaca ,Magdalena Jaltepec ,SE42254
Oaxaca ,Magdalena Mixtepec ,SE42255
Oaxaca ,Magdalena Ocotlán ,SE42256
Oaxaca ,Magdalena Peñasco ,SE42257
Oaxaca ,Magdalena Teitipac ,SE42258
Oaxaca ,Magdalena Tequisistlán ,SE42259
Oaxaca ,Magdalena Tlacotepec ,SE42260
Oaxaca ,Magdalena Yodocono de Porfirio Díaz ,SE42261
Oaxaca ,Magdalena Zahuatlán ,SE42262
Oaxaca ,Mariscala de Juárez ,SE42263
Oaxaca ,Mártires de Tacubaya ,SE42264
Oaxaca ,Matías Romero Avendaño ,SE42265
Oaxaca ,Mazatlán Villa de Flores ,SE42266
Oaxaca ,Mesones Hidalgo ,SE42267
Oaxaca ,Miahuatlán de Porfirio Díaz ,SE42268
Oaxaca ,Mixistlán de la Reforma ,SE42269
Oaxaca ,Monjas ,SE42270
Oaxaca ,Natividad ,SE42271
Oaxaca ,Nazareno Etla ,SE42272
Oaxaca ,Nejapa de Madero ,SE42273
Oaxaca ,Nuevo Zoquiápam ,SE42274
Oaxaca ,Oaxaca de Juárez ,SE42275
Oaxaca ,Ocotlán de Morelos ,SE42276
Oaxaca ,Pinotepa de Don Luis ,SE42277
Oaxaca ,Pluma Hidalgo ,SE42278
Oaxaca ,Putla Villa de Guerrero ,SE42279
Oaxaca ,Reforma de Pineda ,SE42280
Oaxaca ,Reyes Etla ,SE42281
Oaxaca ,Rojas de Cuauhtémoc ,SE42282
Oaxaca ,Salina Cruz ,SE42283
Oaxaca ,San Agustín Amatengo ,SE42284
Oaxaca ,San Agustín Atenango ,SE42285
Oaxaca ,San Agustín Chayuco ,SE42286
Oaxaca ,San Agustín de las Juntas ,SE42287
Oaxaca ,San Agustín Etla ,SE42288
Oaxaca ,San Agustín Loxicha ,SE42289
Oaxaca ,San Agustín Tlacotepec ,SE42290
Oaxaca ,San Agustín Yatareni ,SE42291
Oaxaca ,San Andrés Cabecera Nueva ,SE42292
Oaxaca ,San Andrés Dinicuiti ,SE42293
Oaxaca ,San Andrés Huaxpaltepec ,SE42294
Oaxaca ,San Andrés Huayápam ,SE42295
Oaxaca ,San Andrés Ixtlahuaca ,SE42296
Oaxaca ,San Andrés Lagunas ,SE42297
Oaxaca ,San Andrés Nuxiño ,SE42298
Oaxaca ,San Andrés Paxtlán ,SE42299
Oaxaca ,San Andrés Sinaxtla ,SE42300
Oaxaca ,San Andrés Solaga ,SE42301
Oaxaca ,San Andrés Teotilálpam ,SE42302
Oaxaca ,San Andrés Tepetlapa ,SE42303
Oaxaca ,San Andrés Yaá ,SE42304
Oaxaca ,San Andrés Zabache ,SE42305
Oaxaca ,San Andrés Zautla ,SE42306
Oaxaca ,San Antonino Castillo Velasco ,SE42307
Oaxaca ,San Antonino el Alto ,SE42308
Oaxaca ,San Antonino Monte Verde ,SE42309
Oaxaca ,San Antonio Acutla ,SE42310
Oaxaca ,San Antonio de la Cal ,SE42311
Oaxaca ,San Antonio Huitepec ,SE42312
Oaxaca ,San Antonio Nanahuatípam ,SE42313
Oaxaca ,San Antonio Sinicahua ,SE42314
Oaxaca ,San Antonio Tepetlapa ,SE42315
Oaxaca ,San Baltazar Chichicápam ,SE42316
Oaxaca ,San Baltazar Loxicha ,SE42317
Oaxaca ,San Baltazar Yatzachi el Bajo ,SE42318
Oaxaca ,San Bartolo Coyotepec ,SE42319
Oaxaca ,San Bartolo Soyaltepec ,SE42320
Oaxaca ,San Bartolo Yautepec ,SE42321
Oaxaca ,San Bartolomé Ayautla ,SE42322
Oaxaca ,San Bartolomé Loxicha ,SE42323
Oaxaca ,San Bartolomé Quialana ,SE42324
Oaxaca ,San Bartolomé Yucuañe ,SE42325
Oaxaca ,San Bartolomé Zoogocho ,SE42326
Oaxaca ,San Bernardo Mixtepec ,SE42327
Oaxaca ,San Blas Atempa ,SE42328
Oaxaca ,San Carlos Yautepec ,SE42329
Oaxaca ,San Cristóbal Amatlán ,SE42330
Oaxaca ,San Cristóbal Amoltepec ,SE42331
Oaxaca ,San Cristóbal Lachirioag ,SE42332
Oaxaca ,San Cristóbal Suchixtlahuaca ,SE42333
Oaxaca ,San Dionisio del Mar ,SE42334
Oaxaca ,San Dionisio Ocotepec ,SE42335
Oaxaca ,San Dionisio Ocotlán ,SE42336
Oaxaca ,San Esteban Atatlahuca ,SE42337
Oaxaca ,San Felipe Jalapa de Díaz ,SE42338
Oaxaca ,San Felipe Tejalápam ,SE42339
Oaxaca ,San Felipe Usila ,SE42340
Oaxaca ,San Francisco Cahuacuá ,SE42341
Oaxaca ,San Francisco Cajonos ,SE42342
Oaxaca ,San Francisco Chapulapa ,SE42343
Oaxaca ,San Francisco Chindúa ,SE42344
Oaxaca ,San Francisco del Mar ,SE42345
Oaxaca ,San Francisco Huehuetlán ,SE42346
Oaxaca ,San Francisco Ixhuatán ,SE42347
Oaxaca ,San Francisco Jaltepetongo ,SE42348
Oaxaca ,San Francisco Lachigoló ,SE42349
Oaxaca ,San Francisco Logueche ,SE42350
Oaxaca ,San Francisco Nuxaño ,SE42351
Oaxaca ,San Francisco Ozolotepec ,SE42352
Oaxaca ,San Francisco Sola ,SE42353
Oaxaca ,San Francisco Telixtlahuaca ,SE42354
Oaxaca ,San Francisco Teopan ,SE42355
Oaxaca ,San Francisco Tlapancingo ,SE42356
Oaxaca ,San Gabriel Mixtepec ,SE42357
Oaxaca ,San Ildefonso Amatlán ,SE42358
Oaxaca ,San Ildefonso Sola ,SE42359
Oaxaca ,San Ildefonso Villa Alta ,SE42360
Oaxaca ,San Jacinto Amilpas ,SE42361
Oaxaca ,San Jacinto Tlacotepec ,SE42362
Oaxaca ,San Jerónimo Coatlán ,SE42363
Oaxaca ,San Jerónimo Silacayoapilla ,SE42364
Oaxaca ,San Jerónimo Sosola ,SE42365
Oaxaca ,San Jerónimo Taviche ,SE42366
Oaxaca ,San Jerónimo Tecóatl ,SE42367
Oaxaca ,San Jerónimo Tlacochahuaya ,SE42368
Oaxaca ,San Jorge Nuchita ,SE42369
Oaxaca ,San José Ayuquila ,SE42370
Oaxaca ,San José Chiltepec ,SE42371
Oaxaca ,San José del Peñasco ,SE42372
Oaxaca ,San José del Progreso ,SE42373
Oaxaca ,San José Estancia Grande ,SE42374
Oaxaca ,San José Independencia ,SE42375
Oaxaca ,San José Lachiguiri ,SE42376
Oaxaca ,San José Tenango ,SE42377
Oaxaca ,San Juan Achiutla ,SE42378
Oaxaca ,San Juan Atepec ,SE42379
Oaxaca ,San Juan Bautista Atatlahuca ,SE42380
Oaxaca ,San Juan Bautista Coixtlahuaca ,SE42381
Oaxaca ,San Juan Bautista Cuicatlán ,SE42382
Oaxaca ,San Juan Bautista Guelache ,SE42383
Oaxaca ,San Juan Bautista Jayacatlán ,SE42384
Oaxaca ,San Juan Bautista Lo de Soto ,SE42385
Oaxaca ,San Juan Bautista Suchitepec ,SE42386
Oaxaca ,San Juan Bautista Tlachichilco ,SE42387
Oaxaca ,San Juan Bautista Tlacoatzintepec ,SE42388
Oaxaca ,San Juan Bautista Tuxtepec ,SE42389
Oaxaca ,San Juan Bautista Valle Nacional ,SE42390
Oaxaca ,San Juan Cacahuatepec ,SE42391
Oaxaca ,San Juan Chicomezúchil ,SE42392
Oaxaca ,San Juan Chilateca ,SE42393
Oaxaca ,San Juan Cieneguilla ,SE42394
Oaxaca ,San Juan Coatzóspam ,SE42395
Oaxaca ,San Juan Colorado ,SE42396
Oaxaca ,San Juan Comaltepec ,SE42397
Oaxaca ,San Juan Cotzocón ,SE42398
Oaxaca ,San Juan de los Cués ,SE42399
Oaxaca ,San Juan del Estado ,SE42400
Oaxaca ,San Juan del Río ,SE42401
Oaxaca ,San Juan Diuxi ,SE42402
Oaxaca ,San Juan Evangelista Analco ,SE42403
Oaxaca ,San Juan Guelavía ,SE42404
Oaxaca ,San Juan Guichicovi ,SE42405
Oaxaca ,San Juan Ihualtepec ,SE42406
Oaxaca ,San Juan Juquila Mixes ,SE42407
Oaxaca ,San Juan Juquila Vijanos ,SE42408
Oaxaca ,San Juan Lachao ,SE42409
Oaxaca ,San Juan Lachigalla ,SE42410
Oaxaca ,San Juan Lajarcia ,SE42411
Oaxaca ,San Juan Lalana ,SE42412
Oaxaca ,San Juan Mazatlán ,SE42413
Oaxaca ,San Juan Mixtepec - Distr. 08 - ,SE42414
Oaxaca ,San Juan Mixtepec - Distr. 26 - ,SE42415
Oaxaca ,San Juan Ñumí ,SE42416
Oaxaca ,San Juan Ozolotepec ,SE42417
Oaxaca ,San Juan Petlapa ,SE42418
Oaxaca ,San Juan Quiahije ,SE42419
Oaxaca ,San Juan Quiotepec ,SE42420
Oaxaca ,San Juan Sayultepec ,SE42421
Oaxaca ,San Juan Tabaá ,SE42422
Oaxaca ,San Juan Tamazola ,SE42423
Oaxaca ,San Juan Teita ,SE42424
Oaxaca ,San Juan Teitipac ,SE42425
Oaxaca ,San Juan Tepeuxila ,SE42426
Oaxaca ,San Juan Teposcolula ,SE42427
Oaxaca ,San Juan Yaeé ,SE42428
Oaxaca ,San Juan Yatzona ,SE42429
Oaxaca ,San Juan Yucuita ,SE42430
Oaxaca ,San Lorenzo ,SE42431
Oaxaca ,San Lorenzo Albarradas ,SE42432
Oaxaca ,San Lorenzo Cacaotepec ,SE42433
Oaxaca ,San Lorenzo Cuaunecuiltitla ,SE42434
Oaxaca ,San Lorenzo Texmelucan ,SE42435
Oaxaca ,San Lorenzo Victoria ,SE42436
Oaxaca ,San Lucas Camotlán ,SE42437
Oaxaca ,San Lucas Ojitlán ,SE42438
Oaxaca ,San Lucas Quiaviní ,SE42439
Oaxaca ,San Lucas Zoquiápam ,SE42440
Oaxaca ,San Luis Amatlán ,SE42441
Oaxaca ,San Marcial Ozolotepec ,SE42442
Oaxaca ,San Marcos Arteaga ,SE42443
Oaxaca ,San Martín de los Cansecos ,SE42444
Oaxaca ,San Martín Huamelúlpam ,SE42445
Oaxaca ,San Martín Itunyoso ,SE42446
Oaxaca ,San Martín Lachilá ,SE42447
Oaxaca ,San Martín Peras ,SE42448
Oaxaca ,San Martín Tilcajete ,SE42449
Oaxaca ,San Martín Toxpalan ,SE42450
Oaxaca ,San Martín Zacatepec ,SE42451
Oaxaca ,San Mateo Cajonos ,SE42452
Oaxaca ,San Mateo del Mar ,SE42453
Oaxaca ,San Mateo Etlatongo ,SE42454
Oaxaca ,San Mateo Nejápam ,SE42455
Oaxaca ,San Mateo Peñasco ,SE42456
Oaxaca ,San Mateo Piñas ,SE42457
Oaxaca ,San Mateo Río Hondo ,SE42458
Oaxaca ,San Mateo Sindihui ,SE42459
Oaxaca ,San Mateo Tlapiltepec ,SE42460
Oaxaca ,San Mateo Yoloxochitlán ,SE42461
Oaxaca ,San Melchor Betaza ,SE42462
Oaxaca ,San Miguel Achiutla ,SE42463
Oaxaca ,San Miguel Ahuehuetitlán ,SE42464
Oaxaca ,San Miguel Aloápam ,SE42465
Oaxaca ,San Miguel Amatitlán ,SE42466
Oaxaca ,San Miguel Amatlán ,SE42467
Oaxaca ,San Miguel Chicahua ,SE42468
Oaxaca ,San Miguel Chimalapa ,SE42469
Oaxaca ,San Miguel Coatlán ,SE42470
